result,season,matchweek,date,hometeam,awayteam,big_six_ad,promoted_team_ad,position_table_ad,total_pts_ad,npxGD_ma_ad,ip_ad,saa_ad,proba_h,proba_d,proba_a
D,15,28,2016-03-01,sunderland,crystal_palace,0,0,-5,-9,0.14480660168276338,1,-0.4499999999999993,0.39338605482582667,0.29955084908755614,0.3070630960866171
A,15,28,2016-03-02,arsenal,swansea,1,0,13,24,1.690290134884949,4,-1.0899999999999999,0.7578079411391603,0.1642978561461373,0.07789420271470253
H,15,28,2016-03-02,liverpool,man_city,0,0,-3,-6,0.20500504248578832,-1,-2.7300000000000004,0.3512239244728362,0.2775962462547346,0.37117982927242915
H,15,28,2016-03-02,man_united,watford,1,1,6,7,0.22141141810608056,10,-3.719999999999999,0.5983205038488454,0.24592622213336,0.15575327401779465
H,15,28,2016-03-02,stoke,newcastle,0,0,9,15,0.04979268942943993,-2,0.2699999999999996,0.4757612518891517,0.2792217033879352,0.24501704472291314
H,15,28,2016-03-02,west_ham,tottenham,-1,0,-4,-11,-0.6708979769052698,-3,3.3599999999999994,0.27231397824710823,0.29003855671289636,0.43764746503999535
D,15,28,2016-03-05,chelsea,stoke,1,0,-3,-3,0.9090332286075051,6,1.3599999999999994,0.6447181059977781,0.22684525951773674,0.12843663448448528
A,15,28,2016-03-05,everton,west_ham,0,0,-4,-5,0.6698136707191795,2,-0.4499999999999993,0.5879123826553418,0.22993294590970048,0.1821546714349575
H,15,29,2016-03-05,man_city,aston_villa,1,0,16,34,1.3719411619245918,4,2.2699999999999996,0.8233589894639254,0.12262793460101015,0.054013075935064554
A,15,29,2016-03-05,newcastle,bournemouth,0,1,-4,-8,-0.22133732993816926,8,-1,0.3783984312894166,0.28825056971752616,0.3333509989930574
D,15,29,2016-03-05,southampton,sunderland,0,0,8,16,0.2791550042737211,0,-1.370000000000001,0.6051068799042993,0.23339836796308694,0.16149475213261366
H,15,29,2016-03-05,swansea,norwich,0,1,2,6,-0.2132146997116488,2,0.2699999999999996,0.4537372718388449,0.2943160682197913,0.2519466599413637
D,15,29,2016-03-05,tottenham,arsenal,0,0,1,3,-0.20522944906624818,-1,-4,0.42368441328299566,0.27883504122043307,0.29748054549657144
A,15,29,2016-03-05,watford,leicester,0,-1,-11,-20,-0.27955680791073195,-2,0.8099999999999987,0.3278715775872817,0.28918466577757296,0.3829437566351454
A,15,29,2016-03-06,crystal_palace,liverpool,-1,0,-7,-11,-0.8181982012943063,-5,1.9100000000000001,0.259634317862166,0.279606188466948,0.4607594936708861
H,15,29,2016-03-06,west_brom,man_united,-1,0,-8,-11,-0.34857642034939273,-7,4.91,0.2203426279953068,0.271613488803079,0.5080438832016141
H,15,29,2016-03-12,bournemouth,swansea,0,-1,1,2,0.5140470642517316,-6,0.08999999999999986,0.4852219043183178,0.27687803579745823,0.23790005988422377
D,15,29,2016-03-12,norwich,man_city,-1,-1,-14,-26,-0.9309007370626649,-7,-0.9100000000000001,0.14325923495358286,0.227685791051518,0.6290549739948991
A,15,30,2016-03-12,stoke,southampton,0,0,1,2,-0.28219941673285026,0,1.3599999999999994,0.3603793063893243,0.3016097579627576,0.338010935647918
A,15,30,2016-03-13,aston_villa,tottenham,-1,0,-18,-39,-1.6721993756689486,-2,4,0.13176393023007782,0.21814250671423996,0.6500935630556821
H,15,30,2016-03-14,leicester,newcastle,0,0,18,36,0.7687523961746032,-4,3,0.6206537870058599,0.224915821896619,0.15443039109752107
D,15,30,2016-03-19,chelsea,west_ham,1,0,-5,-9,0.35074960441708247,6,0.4499999999999993,0.5348888425939704,0.26033153775185264,0.204779619654177
A,15,30,2016-03-19,crystal_palace,leicester,0,0,-14,-27,-0.7272047310832295,1,0.08999999999999986,0.3390804379012096,0.29252013896552115,0.3683994231332691
A,15,30,2016-03-19,everton,arsenal,-1,0,-9,-14,-0.39375035017902194,-2,-1,0.36276929982046674,0.2676166965888689,0.36961400359066426
H,15,30,2016-03-19,swansea,aston_villa,0,0,4,17,0.39022854819182695,-1,1.1799999999999997,0.5822356918055718,0.24151999067490384,0.1762443175195244
A,15,30,2016-03-19,watford,stoke,0,-1,-5,-6,0.2253844473776968,-4,1.7300000000000004,0.4415691304580194,0.29978087755865535,0.25864999198332533
A,15,30,2016-03-19,west_brom,norwich,0,1,7,15,0.11100060834568476,1,0.629999999999999,0.4015801100834987,0.30149399033961133,0.29692589957689
A,15,30,2016-03-20,man_city,man_united,0,0,2,4,0.48017717045686653,-1,4.640000000000001,0.48822659951921016,0.27183807895667933,0.23993532152411057
D,15,31,2016-03-20,newcastle,sunderland,0,0,-2,-1,-0.10371751757100264,2,-0.9100000000000001,0.43731500526764666,0.30421913409923246,0.258465860633121
H,15,31,2016-03-20,southampton,liverpool,-1,0,-1,-1,-0.3799996558763935,-4,1.370000000000001,0.3332952206723073,0.2969357420535102,0.3697690372741825
H,15,31,2016-03-20,tottenham,bournemouth,1,1,11,20,0.749693793667111,9,-3.09,0.6435036594505978,0.22694328593153337,0.1295530546178687
H,15,31,2016-04-02,arsenal,watford,1,1,11,18,0.7359783964191652,8,-3,0.7248441674087265,0.176313446126447,0.09884238646482635
A,15,31,2016-04-02,aston_villa,chelsea,-1,0,-10,-25,-1.3323286850957725,-5,-0.6400000000000006,0.19908454608249165,0.2703820419247063,0.530533411992802
A,15,31,2016-04-02,bournemouth,man_city,-1,-1,-9,-13,-0.646215425007036,-11,-2.09,0.24879714108886183,0.2635109505080956,0.4876919084030426
D,15,31,2016-04-02,liverpool,tottenham,0,0,-5,-13,-0.19254399220425739,1,0.4499999999999993,0.4563367259023698,0.275596618171375,0.26806665592625545
H,15,31,2016-04-02,norwich,newcastle,0,-1,1,0,-0.0925738095811946,-4,4.539999999999999,0.42388733014248775,0.29229245750123783,0.2838202123562744
D,15,31,2016-04-02,stoke,swansea,0,0,7,10,0.3461646302016306,0,-0.08999999999999986,0.46084515213359994,0.29127601603696374,0.2478788318294363
D,15,31,2016-04-02,sunderland,west_brom,0,0,-6,-13,0.10219676123361196,1,-2.6400000000000006,0.48928079722021894,0.2878122336589523,0.2229069691208287
D,15,32,2016-04-02,west_ham,crystal_palace,0,0,10,17,0.30741342404276817,1,-2,0.5284010634257502,0.26137485757690854,0.21022407899734147
H,15,32,2016-04-03,leicester,southampton,0,0,7,19,0.4010173389177589,-2,1.7199999999999989,0.40987654320987654,0.2950617283950618,0.2950617283950618
H,15,32,2016-04-03,man_united,everton,1,0,7,14,-0.34775734724603524,4,-1.0899999999999999,0.49753890098021036,0.2685346945016478,0.23392640451814184
A,15,32,2016-04-09,aston_villa,bournemouth,0,1,-7,-22,-0.5042138504993539,7,0.08999999999999986,0.25934511735728777,0.2738336713995943,0.46682121124311793
H,15,32,2016-04-09,crystal_palace,norwich,0,1,1,6,0.016326848504968017,1,0,0.509037677015803,0.278312384317422,0.2126499386667748
H,15,32,2016-04-09,man_city,west_brom,1,0,7,14,0.8590378594182544,6,0.35999999999999943,0.7217302343425301,0.18696249880111257,0.0913072668563573
H,15,32,2016-04-09,southampton,newcastle,0,0,11,22,0.37886638525343785,-2,2.460000000000001,0.601813318914326,0.2313574787335734,0.16682920235210058
H,15,32,2016-04-09,swansea,chelsea,-1,0,-5,-8,-0.9694820261704427,-6,0.5399999999999991,0.31818455154995645,0.2882377702276076,0.393577678222436
D,15,32,2016-04-09,watford,everton,0,-1,-2,-2,-0.6387003684601882,-6,2.09,0.2761664564943253,0.2761664564943253,0.4476670870113493
D,15,32,2016-04-09,west_ham,arsenal,-1,0,-3,-7,-0.910002804364802,-4,1.370000000000001,0.2519009438149058,0.2532027574780319,0.49489629870706237
H,15,33,2016-04-10,liverpool,stoke,1,0,2,4,0.5871771572198128,4,-1.4499999999999993,0.594224536615564,0.2463493681948946,0.15942609518954154
A,15,33,2016-04-10,sunderland,leicester,0,0,-17,-42,-0.6407568030220085,2,-1.4499999999999993,0.2970893275342924,0.29441284710605553,0.408497825359652
H,15,33,2016-04-10,tottenham,man_united,0,0,3,9,0.8822236154078564,-3,-0.08999999999999986,0.48991696322657174,0.276789244760775,0.23329379201265318
D,15,33,2016-04-13,crystal_palace,everton,0,0,-4,-3,-0.33899373507919534,-3,0.9100000000000001,0.36586477473850526,0.29009396340212845,0.34404126185936634
A,15,33,2016-04-16,chelsea,man_city,0,0,-6,-13,-0.029016283883497085,1,-3.4499999999999993,0.37537017734646344,0.27597638390824497,0.34865343874529164
D,15,33,2016-04-16,everton,southampton,0,0,-3,-7,0.23574123484922266,2,0.2699999999999996,0.32658924937148326,0.27834311025978686,0.39506764036872977
H,15,33,2016-04-16,man_united,aston_villa,1,0,15,37,0.599658967128934,5,-2.1799999999999997,0.7820773930753563,0.15274949083503053,0.06517311608961303
H,15,33,2016-04-16,newcastle,swansea,0,0,-3,-12,-0.00829431285117721,2,-3.5500000000000007,0.40344217408311134,0.2833423361335146,0.313215489783374
A,15,33,2016-04-16,norwich,sunderland,0,-1,1,4,0.02459248109107423,-2,1.2699999999999996,0.4168734491315136,0.2915632754342432,0.2915632754342432
A,15,33,2016-04-16,west_brom,watford,0,1,1,2,0.03388845892573672,3,0.28000000000000114,0.4084362522399268,0.30068926545270686,0.29087448230736623
D,15,34,2016-04-17,arsenal,crystal_palace,1,0,12,22,0.9954804593019518,5,-2,0.7314196591992986,0.16753886210718982,0.10104147869351138
A,15,34,2016-04-17,bournemouth,liverpool,-1,-1,-7,-13,-0.985367545854143,-10,2.3599999999999994,0.3644171918297602,0.28169030058105027,0.35389250758918944
D,15,34,2016-04-17,leicester,west_ham,0,0,6,19,0.6425834759716436,-2,1.5399999999999991,0.50226010423297,0.26399115990681715,0.23374873586021275
A,15,34,2016-04-18,stoke,tottenham,-1,0,-7,-18,-0.8788778877133375,-3,2.3599999999999994,0.19517635577861425,0.2449463265021609,0.5598773177192248
D,15,34,2016-04-19,newcastle,man_city,-1,0,-16,-32,-0.8851826450528615,-3,-5,0.1509509857055755,0.21191823047219024,0.6371307838222342
H,15,34,2016-04-20,liverpool,everton,1,0,5,13,0.8442983231217275,2,-0.6400000000000006,0.5754266102556866,0.24035018118787893,0.18422320855643454
H,15,34,2016-04-20,man_united,crystal_palace,1,0,11,18,-0.03298901282825402,7,-4.640000000000001,0.6707141171225514,0.21058980881697312,0.11869607406047575
H,15,34,2016-04-20,west_ham,watford,0,1,5,12,0.369738270517308,4,-2.8200000000000003,0.6750358842703938,0.20307096103569938,0.12189315469390676
H,15,34,2016-04-21,arsenal,west_brom,1,0,11,20,1.2497272674070046,5,-2.6400000000000006,0.7814891556553921,0.14868515138040184,0.06982569296420588
A,15,34,2016-04-23,aston_villa,southampton,0,0,-12,-34,-0.9159331478947593,1,0,0.14121158175820722,0.22561390648725066,0.6331745117545421
A,15,35,2016-04-23,bournemouth,chelsea,-1,-1,-4,-6,-0.5177098381860696,-12,2.2699999999999996,0.27597227381361217,0.2662232532712835,0.45780447291510423
D,15,35,2016-04-23,liverpool,newcastle,1,0,12,26,1.1833316537033065,2,1.7199999999999989,0.6440449808800337,0.20962491883033219,0.14633010028963397
H,15,35,2016-04-23,man_city,stoke,1,0,6,14,0.8362743980099536,5,1.2800000000000011,0.7497646663767431,0.16369861882558892,0.08653671479766814
H,15,35,2016-04-24,leicester,swansea,0,0,13,33,0.9756804614933255,-2,0.5399999999999991,0.5730488410009216,0.2532076274190118,0.17374353158006664
D,15,35,2016-04-24,sunderland,arsenal,-1,0,-14,-32,-1.0700572893677764,-4,0.6400000000000006,0.1788994970334006,0.2269373249405174,0.5941631780260821
D,15,35,2016-04-25,tottenham,west_brom,1,0,13,28,1.2719806991957605,4,-4.18,0.7930078151494826,0.14251154938918237,0.06448063546133498
H,15,35,2016-04-30,arsenal,norwich,1,1,15,32,1.115755542905858,6,-1.4499999999999993,0.7823855251620079,0.14596744872425518,0.07164702611373698
H,15,35,2016-04-30,everton,bournemouth,0,1,2,0,-0.0872739863952538,8,-3,0.40500053369452793,0.26276174035945243,0.3322377259460195
H,15,35,2016-04-30,newcastle,crystal_palace,0,0,-3,-10,-0.1375958942231289,3,-4.09,0.45567897718282224,0.27442851567032717,0.26989250714685065
D,15,35,2016-04-30,stoke,sunderland,0,0,7,16,-0.18912105568966214,0,1.7199999999999989,0.332105565505356,0.2791200621768662,0.38877437231777795
H,15,36,2016-04-30,watford,aston_villa,0,-1,8,28,0.5139996567770474,-5,1.2699999999999996,0.5540915627194596,0.25945557301942945,0.1864528642611109
A,15,36,2016-04-30,west_brom,west_ham,0,0,-7,-18,-0.4488288790417051,-1,2.539999999999999,0.24868524936771538,0.26625540285565175,0.48505934777663295
D,15,36,2016-05-01,man_united,leicester,1,0,-4,-16,-0.7360100190917989,8,-2.460000000000001,0.4901106400850472,0.28086569632380926,0.22902366359114354
H,15,36,2016-05-01,southampton,man_city,-1,0,-5,-10,-0.04763028846778433,-5,-0.7300000000000004,0.4047558891283347,0.2751430482276882,0.3201010626439771
H,15,36,2016-05-01,swansea,liverpool,-1,0,-8,-15,-1.2536722684113681,-4,4,0.27442851567032717,0.26989250714685065,0.45567897718282224
D,15,36,2016-05-02,chelsea,tottenham,0,0,-7,-21,-0.7004452267549226,3,1.629999999999999,0.3802307017741101,0.275560452409327,0.34420884581656286
D,15,36,2016-05-07,aston_villa,newcastle,0,0,-1,-14,-0.5975546162316963,-1,2.719999999999999,0.19384327390909262,0.23702385792758296,0.5691328681633243
D,15,36,2016-05-07,bournemouth,west_brom,0,-1,-1,0,0.018601728615997792,-5,-2.09,0.5077672153953164,0.2684906097843728,0.22374217482031067
H,15,36,2016-05-07,crystal_palace,stoke,0,0,-6,-8,0.05830955104732993,-1,-0.5500000000000007,0.4852219043183178,0.27687803579745823,0.23790005988422377
H,15,36,2016-05-07,leicester,everton,0,0,10,32,1.0814894254027216,-4,2.3599999999999994,0.5349428208386277,0.23252858958068615,0.23252858958068615
A,15,37,2016-05-07,norwich,man_united,-1,-1,-14,-32,-0.2657512920104773,-8,3.460000000000001,0.25689905529246615,0.27800407683207384,0.46509686787546
H,15,37,2016-05-07,sunderland,chelsea,-1,0,-8,-13,-0.510760622112401,-6,-0.5399999999999991,0.29800261110769555,0.270090520811107,0.43190686808119755
A,15,37,2016-05-07,west_ham,swansea,0,0,7,16,0.5170771423555443,0,-2.3599999999999994,0.7278434802300475,0.17148144822173894,0.10067507154821355
H,15,37,2016-05-08,liverpool,watford,1,1,5,14,1.2318987902853085,8,-3.370000000000001,0.6318622753846319,0.21861306402816505,0.14952466058720298
D,15,37,2016-05-08,man_city,arsenal,0,0,-1,-3,-0.5311380336135627,1,0.4499999999999993,0.4413092186631773,0.27138683252971013,0.2873039488071125
A,15,37,2016-05-08,tottenham,southampton,1,0,6,13,0.3505072492450695,3,-1.2699999999999996,0.43501545396241037,0.28453045680680916,0.2804540892307803
H,15,37,2016-05-10,west_ham,man_united,-1,0,-1,-4,0.031095482416823264,-6,1.8200000000000003,0.31105796233545485,0.282372501831897,0.4065695358326484
D,15,37,2016-05-11,liverpool,chelsea,0,0,2,10,0.4249441916510386,-2,-4.82,0.5721769165918646,0.2244088365532313,0.20341424685490408
H,15,37,2016-05-11,norwich,watford,0,0,-7,-13,0.3361625676382541,2,-0.7300000000000004,0.5205488859338615,0.24588741345619586,0.2335637006099426
H,15,37,2016-05-11,sunderland,everton,0,0,-6,-9,0.18832348043261116,-2,0.6400000000000006,0.5266231134797932,0.24611029926442599,0.22726658725578086
H,15,38,2016-05-15,arsenal,aston_villa,1,0,16,51,1.6864280617810659,3,0.08999999999999986,0.8767636689749906,0.08162720775162008,0.041609123273389385
D,15,38,2016-05-15,chelsea,leicester,1,0,-8,-31,-0.6690352134457457,8,-0.370000000000001,0.48781557413812004,0.2457416802049176,0.2664427456569623
H,15,38,2016-05-15,everton,norwich,0,1,6,10,-0.40128878117365097,4,-2.3599999999999994,0.563214920666868,0.2237429136895777,0.21304216564355444
H,15,38,2016-05-15,newcastle,tottenham,-1,0,-16,-36,-1.094373581926884,-1,0.46000000000000085,0.18504683668978814,0.23462876422389406,0.5803243990863178
H,15,38,2016-05-15,southampton,crystal_palace,0,0,7,18,0.6326644577987636,1,-1.4499999999999993,0.7583192077794628,0.14385761441698636,0.09782317780355071
H,15,38,2016-05-15,stoke,west_ham,0,0,-4,-14,-0.5274848915174325,0,1.2699999999999996,0.3213308214552305,0.24501475135961323,0.43365442718515623
D,15,38,2016-05-15,swansea,man_city,-1,0,-7,-19,-0.5684193230324539,-5,-0.35999999999999943,0.13877481661899232,0.19567249143277918,0.6655526919482285
D,15,38,2016-05-15,watford,sunderland,0,-1,4,6,-0.4606137888262641,-4,2.4499999999999993,0.5973618216471062,0.21674189988965797,0.18589627846323606
D,15,38,2016-05-15,west_brom,liverpool,-1,0,-7,-17,-0.9971575176998426,-5,5.190000000000001,0.3755633450175263,0.26139208813219833,0.3630445668502754
H,15,38,2016-05-17,man_united,bournemouth,1,1,11,21,0.09595053913447844,12,-2.8200000000000003,0.6495791736134826,0.21181929574352695,0.1386015306429906
H,16,2,2016-08-19,man_united,southampton,1,0,4,2,-0.07984983708817406,6,-2.2699999999999996,0.6394029598410791,0.22910691535289252,0.13149012480602837
H,16,2,2016-08-20,burnley,liverpool,-1,-1,-6,-3,-1.361934015687313,-9,1.6400000000000006,0.1350062231184913,0.21589100877538478,0.6491027681061238
D,16,2,2016-08-20,leicester,arsenal,-1,0,-1,0,0.40525301288779186,-6,0.629999999999999,0.34746863156623237,0.2799604402905072,0.3725709281432606
A,16,2,2016-08-20,stoke,man_city,-1,0,-2,-2,-1.0379886451486418,-5,-1.7199999999999989,0.15551322175352658,0.2253866739238899,0.6191001043225837
A,16,2,2016-08-20,swansea,hull,0,1,-1,0,0.7241992525093176,3,-0.5399999999999991,0.5263985621208717,0.2758031902943159,0.1977982475848124
H,16,2,2016-08-20,tottenham,crystal_palace,1,0,3,1,0.7656539411862548,4,-2.6400000000000006,0.6654904997017274,0.21083427468998694,0.12367522560828562
A,16,2,2016-08-20,watford,chelsea,-1,0,-2,-2,-0.6933693144090818,-10,0.17999999999999972,0.16344630509779534,0.2457839174402937,0.590769777461911
A,16,2,2016-08-20,west_brom,everton,0,0,1,2,0.19147796429647487,-3,1.4600000000000009,0.3181965642663857,0.3091625924102423,0.3726408433233719
A,16,2,2016-08-21,sunderland,middlesbrough,0,1,-2,-1,-1.4349599452037938,12,-2.629999999999999,0.3510028653295129,0.31590257879656164,0.3330945558739255
H,16,2,2016-08-21,west_ham,bournemouth,0,0,2,0,0.8696400754592664,6,-0.9100000000000001,0.39501037153043134,0.2959594324457612,0.30903019602380744
H,16,3,2016-08-27,chelsea,burnley,1,1,3,3,1.0239022900151609,11,0.08999999999999986,0.7865252885427418,0.14896312283006474,0.06451158862719339
D,16,3,2016-08-27,crystal_palace,bournemouth,0,0,1,0,0.2362151247822344,5,-0.08999999999999986,0.43930403298803183,0.2915619028462235,0.26913406416574476
H,16,3,2016-08-27,everton,stoke,0,0,10,3,0.45971943821379146,2,-0.370000000000001,0.5842185128983309,0.23368740515933234,0.18209408194233692
A,16,3,2016-08-27,hull,man_united,-1,-1,-1,0,-0.20101024847775723,-9,3.629999999999999,0.10722982823355023,0.21611297980990854,0.6766571919565412
H,16,3,2016-08-27,leicester,swansea,0,0,-3,-2,1.0215927635184512,-2,0.629999999999999,0.5797418932197839,0.23780674746151326,0.1824513593187029
D,16,3,2016-08-27,southampton,sunderland,0,0,2,1,0.3096641716812236,0,0.17999999999999972,0.662147875794063,0.2063113381421501,0.131540786063787
D,16,3,2016-08-27,tottenham,liverpool,0,0,3,1,0.2206874468694905,-1,-1.3599999999999994,0.36555010447551006,0.29070453412295755,0.3437453614015323
A,16,3,2016-08-27,watford,arsenal,-1,0,-1,0,-0.93206804228541,-8,0.629999999999999,0.16331091886476176,0.23554459451648332,0.6011444866187551
H,16,3,2016-08-28,man_city,west_ham,1,0,7,3,-0.08480398089635993,5,2.3599999999999994,0.7758310062156563,0.15039185658949644,0.07377713719484731
D,16,3,2016-08-28,west_brom,middlesbrough,0,1,-3,-1,-0.38872104310505706,11,-0.7199999999999989,0.3697954502007264,0.31611546549416936,0.3140890843051042
H,16,4,2016-09-10,arsenal,southampton,1,0,6,2,-0.011346424341482031,4,0.6400000000000006,0.6022976047518209,0.23543047859603553,0.16227191665214347
H,16,4,2016-09-10,bournemouth,west_brom,0,0,-8,-3,-0.7856604413191247,-1,-2.7300000000000004,0.4620250121901806,0.30138246949021014,0.2365925183196094
D,16,4,2016-09-10,burnley,hull,0,0,-7,-3,-0.6060881850951764,1,-0.17999999999999972,0.384382449584434,0.31215772179627593,0.30345982861928994
H,16,4,2016-09-10,liverpool,leicester,1,0,-2,0,-0.06792220409385386,3,-2.3599999999999994,0.5823690431753141,0.240388204553938,0.1772427522707478
