result,season,matchweek,date,hometeam,awayteam,big_six_ad,promoted_team_ad,position_table_ad,total_pts_ad,npxGD_ma_ad,ip_ad,saa_ad,proba_h,proba_d,proba_a
H,17,25,2018-01-31,man_city,west_brom,1,0,18,45,1.6021109264824882,5,-2.280000000000001,0.8508395002785071,0.10752367311211901,0.04163682660937375
D,17,25,2018-01-31,newcastle,burnley,0,-1,-7,-11,0.10581692615482025,0,-1.629999999999999,0.4439938125222428,0.3075944594589833,0.24841172801877381
D,17,25,2018-01-31,southampton,brighton,0,1,-2,-1,0.1817771998833554,4,-1.629999999999999,0.5285470045366703,0.2859099293546316,0.1855430661086983
D,17,25,2018-01-31,stoke,watford,0,0,-7,-3,-0.3259470770039844,1,0.7300000000000004,0.44983788987838197,0.2762384788548937,0.27392363126672425
H,17,25,2018-01-31,tottenham,man_united,0,0,-3,-8,0.8322732841694818,-2,-1.2699999999999996,0.40479513917398796,0.2881188931767797,0.30708596764923224
H,17,26,2018-02-03,arsenal,everton,1,0,3,11,1.4166571777285522,3,0.8200000000000003,0.7165445323258114,0.18012220353878197,0.10333326413540649
H,17,26,2018-02-03,bournemouth,stoke,0,0,6,4,0.04457400706544479,-1,-1.9100000000000001,0.5085412434483434,0.26889989037131584,0.22255886618034074
H,17,26,2018-02-03,brighton,west_ham,0,-1,-3,-3,-0.26948046559623173,-4,-0.08999999999999986,0.43366674033464275,0.31821001076503,0.2481232489003272
D,17,26,2018-02-03,burnley,man_city,-1,0,-6,-33,-2.035941805992981,-6,0,0.07260057329247802,0.1734703963625581,0.753929030344964
D,17,26,2018-02-03,leicester,swansea,0,0,11,11,0.5803071149107895,1,-0.4499999999999993,0.529877453638434,0.28088059863355386,0.18924194772801217
H,17,26,2018-02-03,man_united,huddersfield,1,1,15,29,0.7140042575833323,9,-0.17999999999999972,0.805665990890182,0.1365156262341697,0.05781838287564835
A,17,26,2018-02-03,west_brom,southampton,0,0,-2,-3,-0.13650574858221703,-1,3.09,0.3309963099630997,0.31402214022140224,0.35498154981549823
D,17,26,2018-02-04,crystal_palace,newcastle,0,1,1,2,0.30090393614014915,1,1.7199999999999989,0.46239548566906374,0.2961566252623611,0.24144788906857517
D,17,26,2018-02-04,liverpool,tottenham,0,0,2,2,0.08024068255597228,-1,-0.08999999999999986,0.48756785939233976,0.2552113014006778,0.25722083920698235
H,17,26,2018-02-05,watford,chelsea,-1,0,-7,-23,-0.9831203460832768,-7,1,0.1411048602785207,0.21792861754127088,0.6409665221802084
H,17,27,2018-02-10,everton,crystal_palace,0,0,4,4,-0.9600909082230458,2,0.46000000000000085,0.4648061368047402,0.29540390019819335,0.2397899629970665
H,17,27,2018-02-10,man_city,leicester,1,0,7,34,1.5388138682428911,4,0.8099999999999987,0.7904672015101462,0.14629542236904197,0.06323737612081169
D,17,27,2018-02-10,stoke,brighton,0,1,-5,-3,-0.15115789355935272,3,-0.2699999999999996,0.4030689504324124,0.30800551872665477,0.28892553084093275
H,17,27,2018-02-10,swansea,burnley,0,0,-10,-12,-0.11797740124087064,1,0.7300000000000004,0.4130537826427241,0.32308167157203177,0.2638645457852442
H,17,27,2018-02-10,tottenham,arsenal,0,0,1,4,0.2894185814432114,-1,-2.09,0.5078531183710818,0.25132218421953534,0.24082469740938278
H,17,27,2018-02-10,west_ham,watford,0,0,-1,-3,-0.2845819342744191,2,0.4499999999999993,0.41159962581852194,0.29154973495478637,0.29685063922669164
H,17,27,2018-02-11,huddersfield,bournemouth,0,-1,-10,-7,-0.1952941242446229,-2,0.7199999999999989,0.31173174292781247,0.28874267634021566,0.3995255807319719
H,17,27,2018-02-11,newcastle,man_united,-1,-1,-14,-31,-0.5980954527529901,-7,-2.2699999999999996,0.15445876437611977,0.23634051898514707,0.6092007166387332
A,17,27,2018-02-11,southampton,liverpool,-1,0,-12,-25,-1.39257775735087,-2,0.7300000000000004,0.18901304043457265,0.24175001221014478,0.5692369473552826
H,17,27,2018-02-12,chelsea,west_brom,1,0,16,30,0.976417428910036,6,-2.91,0.7343347689039246,0.18427646087589053,0.08138877022018498
D,17,28,2018-02-24,bournemouth,newcastle,0,1,3,3,-4.939686474894622e-4,0,0.370000000000001,0.49005508460599667,0.2737737902826797,0.23617112511132368
H,17,28,2018-02-24,brighton,swansea,0,-1,2,1,0.21883856939706225,-3,0.35999999999999943,0.48757670058238783,0.29608131968900286,0.21634197972860916
D,17,28,2018-02-24,burnley,southampton,0,0,11,10,-0.21690136267703725,-2,1.629999999999999,0.2808406174446717,0.31414543425702063,0.4050139482983076
D,17,28,2018-02-24,leicester,stoke,0,0,11,10,0.3321789116369914,1,-0.35999999999999943,0.5758093111826122,0.24781666557226345,0.17637402324512444
H,17,28,2018-02-24,liverpool,west_ham,1,0,9,24,1.48433956369984,2,-2.629999999999999,0.7900677200902934,0.1399548532731377,0.06997742663656885
H,17,28,2018-02-24,watford,everton,0,0,-2,-4,0.49326909486074644,-3,-0.2699999999999996,0.39682313073403114,0.30251639904723976,0.30066047021872916
A,17,28,2018-02-24,west_brom,huddersfield,0,1,-3,-7,-0.15761969354704963,3,2.7300000000000004,0.5203560343474113,0.28438062342242243,0.1952633422301663
A,17,28,2018-02-25,crystal_palace,tottenham,-1,0,-10,-25,-1.09559249041234,-4,2.2699999999999996,0.1032874037105349,0.17521970272322882,0.7214928935662362
H,17,28,2018-02-25,man_united,chelsea,0,0,2,3,-0.40312475566410266,0,1.2699999999999996,0.41008243665071875,0.3024990813565487,0.2874184819927325
A,17,28,2018-03-01,arsenal,man_city,0,0,-5,-27,-1.1376958138448223,0,1,0.2058195224001039,0.225783540739144,0.5683969368607521
H,17,29,2018-03-03,burnley,everton,0,0,2,3,0.1925715777763795,-3,-0.8200000000000003,0.3736789129340715,0.32964267740312025,0.2966784096628083
D,17,29,2018-03-03,leicester,bournemouth,0,0,3,4,0.5841999007642565,2,0.9100000000000001,0.5157209302325582,0.2721860465116279,0.21209302325581394
H,17,29,2018-03-03,liverpool,newcastle,1,1,12,28,1.511339567423235,4,-0.4499999999999993,0.8137715179968701,0.1251956181533646,0.06103286384976525
D,17,29,2018-03-03,southampton,stoke,0,0,3,1,0.22864319789339005,1,-2.3599999999999994,0.5691982427529495,0.2562882140144171,0.17451354323263335
H,17,29,2018-03-03,swansea,west_ham,0,0,-5,-3,-0.12368284429741472,-1,-0.4499999999999993,0.37391636287290286,0.31704235298608596,0.30904128414101123
H,17,29,2018-03-03,tottenham,huddersfield,1,1,10,25,1.5209957260207103,7,-1.4499999999999993,0.8342211921839132,0.12594048965873267,0.03983831815735422
H,17,29,2018-03-03,watford,west_brom,0,0,10,13,0.21686368565652017,-1,-2.3599999999999994,0.40642384722869124,0.30801304145319053,0.28556311131811835
H,17,29,2018-03-04,brighton,arsenal,-1,-1,-6,-14,-0.4058897344958238,-8,-0.08999999999999986,0.23044818286888405,0.26470399383588034,0.5048478232952357
H,17,29,2018-03-04,man_city,chelsea,0,0,4,22,0.9202950902642016,-1,0.7199999999999989,0.6478161250218335,0.20169120593463272,0.15049266904353364
A,17,29,2018-03-05,crystal_palace,man_united,-1,0,-15,-32,-0.3435315154685551,-6,-0.08999999999999986,0.12483850858727766,0.20850687072555946,0.666654620687163
H,17,30,2018-03-10,chelsea,crystal_palace,1,0,13,26,0.6734741251687648,6,-1.4600000000000009,0.7577229454050904,0.16708762385855844,0.07518943073635129
H,17,30,2018-03-10,everton,brighton,0,1,-1,0,-0.58837051995074785,5,0.35999999999999943,0.43556990859548467,0.2951904501023616,0.26923964130215394
D,17,30,2018-03-10,huddersfield,swansea,0,-1,-2,0,0.10214050583118156,-3,-0.6400000000000006,0.3814130142256624,0.32244455478945794,0.2961424309848798
H,17,30,2018-03-10,man_united,liverpool,0,0,1,2,-1.1601850543837815,3,2.1799999999999997,0.3061159842216809,0.3004819477022635,0.3934020680760557
H,17,30,2018-03-10,newcastle,southampton,0,-1,1,1,0.07634585719837714,-2,0.629999999999999,0.37255463307567516,0.3061933390590705,0.32125202786525436
A,17,30,2018-03-10,west_brom,leicester,0,0,-12,-17,-0.5297601051360876,-1,3.7300000000000004,0.2890692933293388,0.28486770476350537,0.4260630019071559
A,17,30,2018-03-10,west_ham,burnley,0,0,-7,-10,-0.3207081924353532,2,1.2699999999999996,0.4354564489861661,0.3100560158920487,0.2544875351217854
H,17,30,2018-03-11,arsenal,watford,1,0,3,9,0.3563923716691163,6,0.7199999999999989,0.6446585434967412,0.21535845848682345,0.13998299801643524
A,17,30,2018-03-11,bournemouth,tottenham,-1,0,-8,-25,-2.068843495166181,-5,0.7300000000000004,0.12607249168271756,0.1954123621082122,0.6785151462090702
A,17,30,2018-03-12,stoke,man_city,-1,0,-18,-51,-2.123925818190295,-5,0.5500000000000007,0.07108772132425421,0.1406411752817979,0.7882711033939479
H,17,31,2018-03-17,bournemouth,west_brom,0,0,8,13,-0.40585013304296713,-1,-3.4499999999999993,0.5446335533171239,0.2552969781174019,0.20006946856547408
A,17,31,2018-03-17,huddersfield,crystal_palace,0,-1,3,4,0.1337180986782317,-3,-0.5500000000000007,0.3513569504868449,0.30826600372902424,0.340377045784131
H,17,31,2018-03-17,liverpool,watford,1,0,6,24,1.5897960224330252,4,-1.9100000000000001,0.8379317392192928,0.10893112609850805,0.05313713468219906
A,17,31,2018-03-17,stoke,everton,0,0,-10,-10,-0.19136357174050767,-2,-0.08999999999999986,0.35212765957446807,0.2957446808510638,0.35212765957446807
A,17,31,2018-03-31,brighton,leicester,0,-1,-3,-6,-0.36881373465766787,-4,0.28000000000000114,0.3628774016468435,0.29334400731930466,0.3437785910338518
A,17,31,2018-03-31,crystal_palace,liverpool,-1,0,-14,-33,-1.6832219367230923,-3,1.629999999999999,0.14034844859295587,0.20902960428738107,0.6506219471196629
A,17,31,2018-03-31,everton,man_city,-1,0,-8,-44,-2.020339027632378,-3,0.2699999999999996,0.09304901347719532,0.17436360429563247,0.7325873822271721
H,17,31,2018-03-31,man_united,swansea,1,0,12,34,0.8933245433716672,6,-0.17999999999999972,0.7975413921830903,0.14114761329283468,0.06131099452407506
H,17,31,2018-03-31,newcastle,huddersfield,0,0,2,1,0.18086397254485043,2,-0.46000000000000085,0.5503687485916335,0.2698777885655944,0.17975346284277205
D,17,31,2018-03-31,watford,bournemouth,0,0,2,3,0.59623162303803,0,2,0.44114541811208546,0.2814203529335718,0.2774342289543428
A,17,32,2018-03-31,west_brom,burnley,0,0,-13,-26,-0.25860348650066695,1,2,0.3739330920861772,0.31603377460186594,0.31003313331195703
H,17,32,2018-03-31,west_ham,southampton,0,0,4,5,-0.054345053523919606,0,4.359999999999999,0.3371045472063127,0.30091234121790494,0.3619831115757823
H,17,32,2018-04-01,arsenal,stoke,1,0,13,24,1.3245796516872135,5,0.08999999999999986,0.748716044799208,0.16211868077470454,0.08916527442608749
A,17,32,2018-04-01,chelsea,tottenham,0,0,-2,-8,-0.4649992941552873,2,1.3599999999999994,0.4260713894267656,0.28570384713748126,0.28822476343575315
D,17,32,2018-04-07,bournemouth,crystal_palace,0,0,7,6,-0.7334566590778422,-1,-0.8099999999999987,0.36742706288499283,0.2771271914980031,0.355445745617004
D,17,32,2018-04-07,brighton,huddersfield,0,0,3,3,0.2897560400542707,0,1,0.556167340241606,0.2645552753581693,0.17927738440022462
D,17,32,2018-04-07,everton,liverpool,-1,0,-5,-23,-1.5387139733711295,-1,2.539999999999999,0.2592702242617127,0.2890977721856265,0.4516320035526608
A,17,32,2018-04-07,leicester,newcastle,0,1,4,8,0.10115255387776712,2,1.1799999999999997,0.5263376267272792,0.27346033120467583,0.2002020420680449
A,17,32,2018-04-07,man_city,man_united,0,0,1,16,1.0095069789228974,-1,0.2699999999999996,0.5265536723163841,0.26327683615819203,0.2101694915254237
A,17,32,2018-04-07,stoke,tottenham,-1,0,-16,-37,-1.9310313868560085,-4,2,0.08673247993057061,0.1593621175960078,0.7539054024734214
A,17,33,2018-04-07,watford,burnley,0,0,-5,-12,-0.3676958806570441,0,0.5500000000000007,0.42057445926664927,0.3033865294400287,0.2760390112933219
D,17,33,2018-04-07,west_brom,swansea,0,0,-5,-12,0.36066314281651063,0,2.09,0.3873512552261678,0.31111069070546177,0.3015380540683706
H,17,33,2018-04-08,arsenal,southampton,1,0,12,26,0.6658889296387605,4,2.2699999999999996,0.5468223908754446,0.2562335287086508,0.19694408041590464
D,17,33,2018-04-08,chelsea,west_ham,1,0,9,23,1.4004769233208716,5,-2.8200000000000003,0.7469130617387651,0.167257454850903,0.08582948341033178
H,17,33,2018-04-14,burnley,leicester,0,0,1,6,-0.4292799431188144,-2,-0.17999999999999972,0.37255463307567516,0.3061933390590705,0.32125202786525436
H,17,33,2018-04-14,crystal_palace,brighton,0,1,-4,-5,-0.11880809444233528,3,-0.19000000000000128,0.5179796643795982,0.2789121269736298,0.2031082086467719
H,17,33,2018-04-14,huddersfield,watford,0,-1,-4,-6,-0.18061706005512163,-2,-2,0.3810904276567333,0.3079881758106303,0.31092139653263634
H,17,33,2018-04-14,liverpool,bournemouth,1,0,7,29,1.976392982172906,4,-0.6400000000000006,0.792572099531936,0.1346286853999453,0.07279921506811857
A,17,33,2018-04-14,southampton,chelsea,-1,0,-13,-29,-1.0706768999661063,-5,-1,0.20379842716805438,0.25461569731904976,0.5415858755128958
D,17,33,2018-04-14,swansea,everton,0,0,-6,-8,-0.4497006160063292,-2,-0.35999999999999943,0.3534831140966435,0.30887956657656235,0.337637319326794
A,17,34,2018-04-14,tottenham,man_city,0,0,-3,-20,-1.017702363587323,-1,-2,0.3497998924795413,0.26760647512096053,0.3825936323994983
A,17,34,2018-04-15,man_united,west_brom,1,0,18,50,0.42227514566834506,6,-2.8200000000000003,0.8137829912023461,0.13196480938416422,0.054252199413489736
H,17,34,2018-04-15,newcastle,arsenal,-1,-1,-3,-13,-0.3827770529740645,-6,-1.8200000000000003,0.33799385261263964,0.27610765424694506,0.3858984931404153
D,17,34,2018-04-16,west_ham,stoke,0,0,5,8,0.24581764025887498,1,-0.35999999999999943,0.4875145093603976,0.27917497544569775,0.23331051519390453
D,17,34,2018-04-17,brighton,tottenham,-1,-1,-9,-32,-0.8401056804303344,-7,1.5500000000000007,0.14838333016274938,0.22479221741896974,0.6268244524182809
A,17,34,2018-04-18,bournemouth,man_united,-1,0,-9,-33,-0.6851093138706915,-7,-0.629999999999999,0.21058058731226184,0.25433759246805654,0.5350818202196818
A,17,34,2018-04-19,burnley,chelsea,-1,0,-2,-8,-0.7899947803762404,-7,1.3599999999999994,0.21396453323098333,0.2729686802779676,0.5130667864910491
D,17,34,2018-04-19,leicester,southampton,0,0,10,15,0.6114742698990134,0,2.539999999999999,0.40490694685072376,0.28402168445760906,0.3110713686916671
D,17,34,2018-04-21,watford,crystal_palace,0,0,5,6,-0.09054014747045264,-1,1.1900000000000013,0.31591852131271214,0.2923425122595247,0.39173896642776307
D,17,34,2018-04-21,west_brom,liverpool,-1,0,-17,-46,-1.424861638209097,-3,4.73,0.1497071783776436,0.23742906013887788,0.6128637614834784
H,17,35,2018-04-22,arsenal,west_ham,1,0,8,22,1.223061028762059,4,1.0899999999999999,0.6415819019140472,0.2157407274568115,0.14267737062914132
H,17,35,2018-04-22,man_city,swansea,1,0,16,57,2.623231751772531,5,0.08999999999999986,0.856023212737026,0.09437133955052089,0.049605447712453295
D,17,35,2018-04-22,stoke,burnley,0,0,-12,-24,-0.3854590654214328,1,-0.17999999999999972,0.44145939359185715,0.2832485126514228,0.2752920937567199
H,17,35,2018-04-23,everton,newcastle,0,1,1,1,-0.19151026765956458,3,2.09,0.4495532718861462,0.292545114242328,0.257901613871526
D,17,35,2018-04-28,burnley,brighton,0,1,6,16,-0.015867270915932596,2,0.4499999999999993,0.42217638410392583,0.3080028965789647,0.2698207193171096
H,17,35,2018-04-28,crystal_palace,leicester,0,0,-8,-10,-0.5336193554686677,-1,-0.8200000000000003,0.46659120165378815,0.2775755024002706,0.2558332959459413
A,17,35,2018-04-28,huddersfield,everton,0,-1,-6,-7,-0.19312232721388634,-5,-1.7199999999999989,0.35392034429095665,0.3203788737535784,0.3257007819554651
D,17,35,2018-04-28,liverpool,stoke,1,0,16,42,1.9256807642364904,3,-1.5399999999999991,0.7534807534807536,0.161998361998362,0.08452088452088453
A,17,35,2018-04-28,newcastle,west_brom,0,-1,10,17,0.21032857005231276,-1,-3.1799999999999997,0.49746983759071084,0.28994543788571014,0.2125847245235792
H,17,35,2018-04-28,southampton,bournemouth,0,0,-7,-9,0.5815250802545686,2,-0.9100000000000001,0.5819187727901421,0.23500565824217276,0.18307556896768515
A,17,36,2018-04-28,swansea,chelsea,-1,0,-12,-33,-1.6558452627616438,-6,1.2699999999999996,0.12461192591799594,0.20040680869285946,0.6749812653891447
H,17,36,2018-04-29,man_united,arsenal,0,0,4,20,-0.12497023651237746,1,-1.370000000000001,0.6922720809497039,0.18417049700737406,0.12355742204292185
A,17,36,2018-04-29,west_ham,man_city,-1,0,-14,-58,-2.6186589999296,-4,-0.8200000000000003,0.09734081483288606,0.17077335935594046,0.7318858258111735
H,17,36,2018-04-30,tottenham,watford,1,0,8,33,0.9865301222679643,5,-2.5500000000000007,0.8324038840047239,0.11194397060753182,0.0556521453877444
H,17,36,2018-05-04,brighton,man_united,-1,-1,-11,-40,-0.6314952539618734,-9,0.5500000000000007,0.18826244253094038,0.2854124493180437,0.5263251081510161
H,17,36,2018-05-05,bournemouth,swansea,0,0,6,5,0.2065205783009496,-1,-1.3599999999999994,0.487405365454146,0.2676734384051457,0.2449211961407083
D,17,36,2018-05-05,everton,southampton,0,0,10,13,-0.1044164104220578,1,2.09,0.3450334306647251,0.293381719487371,0.36158484984790373
A,17,36,2018-05-05,leicester,west_ham,0,0,6,9,1.0656221880190668,0,1,0.44329306692620374,0.27519035896261523,0.2815165741111811
A,17,36,2018-05-05,stoke,crystal_palace,0,0,-5,-6,-0.5685210330022525,0,0.35999999999999943,0.3796510904835664,0.27905977591099757,0.341289133605436
H,17,36,2018-05-05,watford,newcastle,0,1,-2,-3,-0.38741557293460877,0,2.460000000000001,0.4493704870776752,0.29418248102982947,0.25644703189249535
H,17,37,2018-05-05,west_brom,tottenham,-1,0,-16,-43,-0.8773703717813042,-4,3.2699999999999996,0.12261790182868142,0.2142444658325313,0.6631376323387873
H,17,37,2018-05-06,arsenal,burnley,1,0,1,6,0.6370069681326714,6,0.5500000000000007,0.6648030954780609,0.20402099172291221,0.1311759127990268
H,17,37,2018-05-06,chelsea,liverpool,0,0,-2,-3,-0.4345041695908526,3,0.6400000000000006,0.43760094097673097,0.2715307777805755,0.2908682812426936
D,17,37,2018-05-06,man_city,huddersfield,1,1,15,58,1.9950333387661239,8,1.5399999999999991,0.895625215294523,0.06717189114708921,0.03720289355838787
A,17,37,2018-05-08,swansea,southampton,0,0,-1,0,-0.8572275804004132,-1,1.8200000000000003,0.293230430981762,0.3070186957614686,0.3997508732567694
D,17,37,2018-05-09,chelsea,huddersfield,1,1,11,33,1.109333184342281,9,0.629999999999999,0.7750132345156168,0.16146109052408683,0.06352567496029646
H,17,37,2018-05-09,leicester,arsenal,-1,0,-3,-16,-0.5422756243750626,-4,-1.2800000000000011,0.25192063030033457,0.2506320337259083,0.49744733597375707
H,17,37,2018-05-09,man_city,brighton,1,1,10,54,1.919762471622933,8,0.4499999999999993,0.8086798771978789,0.12768629639966508,0.06363382640245605
H,17,37,2018-05-09,tottenham,newcastle,1,1,6,30,0.6473102467780557,5,-0.08999999999999986,0.7927353345168002,0.13915641843316492,0.06810824705003495
D,17,37,2018-05-10,west_ham,man_united,-1,0,-13,-39,-0.8346047236983196,-5,-0.28000000000000114,0.21249669176912156,0.2551067054832423,0.5323966027476361
A,17,38,2018-05-13,burnley,bournemouth,0,0,5,13,0.26373482542469545,0,1.4499999999999993,0.4147167166271457,0.2768705352482365,0.30841274812461783
H,17,38,2018-05-13,crystal_palace,west_brom,0,0,8,10,0.2627185138701561,0,-2.3599999999999994,0.5445720339356093,0.2531906339596729,0.20223733210471795
A,17,38,2018-05-13,huddersfield,arsenal,-1,-1,-10,-23,-1.093208503413812,-8,-1.9100000000000001,0.17075401113974562,0.20533710200349156,0.6239088868567628
H,17,38,2018-05-13,liverpool,brighton,1,1,10,32,1.3427446682784236,6,-1.5500000000000007,0.7947199844705426,0.1361739299233233,0.06910608560613414
H,17,38,2018-05-13,man_united,watford,1,0,11,37,0.3109634122846601,7,-1.0899999999999999,0.6355244070159572,0.22771717628440627,0.13675841669963637
H,17,38,2018-05-13,newcastle,chelsea,-1,-1,-5,-29,-0.8807283594368852,-7,-1.0899999999999999,0.20007171029042667,0.26084618142703475,0.5390821082825384
A,17,38,2018-05-13,southampton,man_city,-1,0,-16,-61,-1.4078177682105917,-4,-1.9100000000000001,0.15366633596334728,0.20317390026953028,0.6431597637671225
A,17,38,2018-05-13,swansea,stoke,0,0,2,3,-0.10996941551667028,0,0.08999999999999986,0.4697543316660679,0.27446320501837673,0.2557824633155553
H,17,38,2018-05-13,tottenham,leicester,1,0,6,27,0.4507156499336703,3,-1.1799999999999997,0.7041092017215922,0.1766673997046904,0.11922339857371744
H,17,38,2018-05-13,west_ham,everton,0,0,-7,-10,-0.45292797892376635,-1,-1.7300000000000004,0.41534450651769084,0.2870763500931099,0.2975791433891993
D,18,2,2018-08-18,cardiff,newcastle,0,-1,-1,0,0.04358092895504928,5,-1.629999999999999,0.2991702606943549,0.304762228183969,0.3960675111216762
H,18,2,2018-08-18,chelsea,arsenal,0,0,6,3,0.7022237512091715,1,-1.2800000000000011,0.5344852411807055,0.25471562275018,0.2107991360691145
H,18,2,2018-08-18,everton,southampton,0,0,1,0,-0.02253260011472684,1,2.460000000000001,0.5316686314435751,0.26949594541492516,0.19883542314149966
H,18,2,2018-08-18,leicester,wolves,0,1,-2,-1,0.07196754580641082,4,0.4499999999999993,0.45677831726019497,0.2866585334125563,0.2565631493272486
H,18,2,2018-08-18,tottenham,fulham,1,1,4,3,1.2334126170030522,-8,-2,0.7683017704345145,0.15011434591566666,0.08158388364981883
A,18,2,2018-08-18,west_ham,bournemouth,0,0,-7,-3,-1.1953003814533296,2,0.7300000000000004,0.46623727404944937,0.27197174319551215,0.2617909827550384
H,18,2,2018-08-19,brighton,man_united,-1,0,-4,-3,-0.5718729837412789,-9,0.08999999999999986,0.16542906447733097,0.26379229200439264,0.5707786435182766
A,18,2,2018-08-19,burnley,watford,0,0,-3,-2,-0.27263390936676335,0,-0.5500000000000007,0.39439596606177724,0.31450224946405386,0.2911017844741689
H,18,2,2018-08-19,man_city,huddersfield,1,0,6,3,2.1639071558621086,8,1.4499999999999993,0.9029435864001197,0.07000567647610405,0.02705073712377613
A,18,2,2018-08-20,crystal_palace,liverpool,-1,0,-2,0,-1.6984579437062313,-3,1.6400000000000006,0.1219825107280315,0.1850530134340023,0.6929644758379662
H,18,3,2018-08-25,arsenal,west_ham,1,0,2,0,1.6198810390923395,4,1,0.7140337502678419,0.17313738723308733,0.11282886249907076
D,18,3,2018-08-25,bournemouth,everton,0,0,1,2,0.12416989031377486,-3,-1.8200000000000003,0.365219661512034,0.27885717745078387,0.35592316103718225
D,18,3,2018-08-25,huddersfield,cardiff,0,1,-4,-1,-1.512963614651524,-7,2.09,0.39765568754499636,0.3228491720662347,0.2794951403887689
H,18,3,2018-08-25,liverpool,brighton,1,0,9,3,2.4737986949448723,6,-1.5500000000000007,0.8520930536602903,0.10336571853473986,0.04454122780496972
A,18,3,2018-08-25,southampton,leicester,0,0,-4,-2,-0.1012825165040577,0,-1.0899999999999999,0.4167356104479375,0.2985758184611748,0.2846885710908876
D,18,3,2018-08-25,wolves,man_city,-1,-1,-12,-5,-1.4514054502604443,-8,-1.2699999999999996,0.08128736145908988,0.16774247613808752,0.7509701624028225
H,18,3,2018-08-26,fulham,burnley,0,-1,-3,-1,-0.7336537459837522,13,0,0.43311514871131324,0.30304651272060923,0.2638383385680776
A,18,3,2018-08-26,newcastle,chelsea,-1,0,-9,-5,-0.7751889221983588,-7,-1.0899999999999999,0.14686235107420265,0.23014194309510344,0.622995705830694
H,18,3,2018-08-26,watford,crystal_palace,0,0,6,3,0.6667042318227252,-1,0.9100000000000001,0.41297639339148645,0.290431469536446,0.2965921370720676
A,18,3,2018-08-27,man_united,tottenham,0,0,-4,-3,-1.1785747582896844,2,1.4600000000000009,0.3736519332599899,0.29222927317646974,0.33411879356354046
D,18,4,2018-09-01,brighton,fulham,0,1,-1,0,-0.09728765727738675,-1,2.280000000000001,0.4509409389161548,0.27799484018410675,0.2710642208997385
H,18,4,2018-09-01,chelsea,bournemouth,1,0,3,2,0.07585617022995633,6,1.1799999999999997,0.7425613998502327,0.16390987421443262,0.09352872593533465
A,18,4,2018-09-01,crystal_palace,southampton,0,0,6,2,-0.05223176678249185,0,0.6400000000000006,0.37865839650815525,0.3072134160349184,0.3141281874569262
D,18,4,2018-09-01,everton,huddersfield,0,0,10,4,1.0854667199065364,5,2.09,0.6224174825307253,0.24676652716495925,0.13081599030431576
A,18,4,2018-09-01,leicester,liverpool,-1,0,-6,-3,-1.792502660282842,-3,1.1799999999999997,0.11969621925045401,0.20587749711078088,0.674426283638765
H,18,4,2018-09-01,man_city,newcastle,1,0,11,6,2.1169423524319027,6,1.370000000000001,0.8728791856072731,0.09373199308534479,0.033388821307382036
A,18,4,2018-09-01,west_ham,wolves,0,1,-5,-2,-1.397382507026504,4,0.9100000000000001,0.3761557623828955,0.3000015282808369,0.32384270933626763
A,18,4,2018-09-02,burnley,man_united,-1,0,-4,-2,-0.21297850152190637,-7,1,0.14552562988705475,0.24326672458731544,0.6112076455256299
A,18,4,2018-09-02,cardiff,arsenal,-1,-1,-6,-1,0.06530655158130749,-7,-0.8200000000000003,0.15426273244932906,0.21879770105788507,0.6269395664927859
H,18,4,2018-09-02,watford,tottenham,-1,0,-2,0,-0.5309485073249127,-5,2.460000000000001,0.17469724230770234,0.24642432164310651,0.5788784360491911
H,18,5,2018-09-15,bournemouth,leicester,0,0,2,1,0.2993180900525276,-2,-0.08999999999999986,0.3983502571393204,0.29251989031723225,0.3091298525434473
H,18,5,2018-09-15,chelsea,cardiff,1,1,14,10,0.33601682989535786,8,0.08999999999999986,0.8486235663452278,0.10931422210548697,0.0420622115492852
A,18,5,2018-09-15,huddersfield,crystal_palace,0,0,-2,-1,-0.9881373742350268,-3,-0.2699999999999996,0.28234432288641337,0.30426546596765663,0.41339021114593016
H,18,5,2018-09-15,man_city,fulham,1,1,9,6,2.078992347633235,7,2.1900000000000013,0.8847408229824438,0.0763305808063285,0.03892859621122753
A,18,5,2018-09-15,newcastle,arsenal,-1,0,-9,-5,-1.0126534204466302,-5,-1.7300000000000004,0.21962142254089834,0.25375946749544215,0.5266191099636595
A,18,5,2018-09-15,tottenham,liverpool,0,0,-4,-3,-0.7443888998963315,0,1.0899999999999999,0.3120663900414938,0.274478561549101,0.4134550484094052
A,18,5,2018-09-15,watford,man_united,-1,0,7,6,0.25467139813562906,-7,1,0.20412568961381627,0.26625089949628206,0.5296234108899016
A,18,5,2018-09-16,everton,west_ham,0,0,13,6,0.8718535967843863,1,1.1799999999999997,0.45152499293984755,0.2864939282688507,0.26198107879130195
H,18,5,2018-09-16,wolves,burnley,0,-1,8,4,0.7207768012516779,-2,-2.7300000000000004,0.5606010016694492,0.26878130217028384,0.17061769616026715
D,18,5,2018-09-17,southampton,brighton,0,0,2,0,0.5804754376863246,3,-2.280000000000001,0.47376047676064,0.29219957548710135,0.23403994775225864
A,18,6,2018-09-22,brighton,tottenham,-1,0,-7,-4,-0.7893856365730909,-7,1.6400000000000006,0.17760356935258356,0.24570719369079225,0.5766892369566242
