result,season,matchweek,date,hometeam,awayteam,maxo_h,maxo_d,maxo_a,market_tracktake,diff_home,diff_draw,diff_away
D,15,38,2016-05-15,west_brom,liverpool,2.5,3.7,3.1,-0.007149084568439434,0.07849659422640287,0.01349866341561623,-0.09092241099690179
H,15,38,2016-05-17,man_united,bournemouth,1.7,4.2,5.61,0.004583651642475095,-0.09552227849964023,0.12158157490972776,0.26187271517366284
H,16,2,2016-08-19,man_united,southampton,1.55,4.4,8,-0.00256598240469208,-0.003749154578667646,-0.011132800597503767,0.03762884966406288
H,16,2,2016-08-20,burnley,liverpool,7.12,4.2,1.57,0.015487351456720866,0.020349686037682835,0.08168042539783849,-0.031399347979061853
D,16,2,2016-08-20,leicester,arsenal,2.92,3.6,2.5,0.02024353120243516,-0.033954248638780715,-0.027483493015005744,0.052318432929591374
A,16,2,2016-08-20,stoke,man_city,5.5,3.96,1.73,0.012378116424359265,0.15235770677259342,0.09829380800212029,-0.07405547499020848
A,16,2,2016-08-20,swansea,hull,1.83,3.61,5.5,0.005274579499183307,0.045681495146139506,-0.015926284837748383,-0.09936464772897013
H,16,2,2016-08-20,tottenham,crystal_palace,1.5,4.78,8.5,-0.00648125358930185,0.004774376635925837,-0.024654161591904922,0.016338276111275363
A,16,2,2016-08-20,watford,chelsea,5.75,3.8,1.8,-0.007373506229341409,0.1032850742301139,0.06717756270985564,-0.056524097128066275
A,16,2,2016-08-20,west_brom,everton,3.13,3.25,2.62,0.008860514896658511,-0.008944593736671669,-0.0055654914171442416,0.012255180375829289
A,16,2,2016-08-21,sunderland,middlesbrough,2.63,3.22,3.1,0.013367788254599722,0.06963746815598659,-0.03666190756137855,-0.03861173798250672
H,16,2,2016-08-21,west_ham,bournemouth,1.98,3.75,4.33,0.002664053934261945,0.25292370550084,-0.11705253966544027,-0.21119193047398366
H,16,3,2016-08-27,chelsea,burnley,1.29,6.35,15,-6.592199230910367e-4,-0.011518264437307746,0.03561752603960322,0.05818657443729869
D,16,3,2016-08-27,crystal_palace,bournemouth,2.4,3.38,3.4,0.006642301891170765,-0.04221752687591063,-0.005189133442052629,0.07453268133127344
H,16,3,2016-08-27,everton,stoke,1.75,3.8,5.55,0.014766646345593548,-0.034371849235833474,0.10830671657628632,-0.02871726997460189
A,16,3,2016-08-27,hull,man_united,8.5,4.6,1.5,0.0017050298380221207,0.09272687898637288,-0.015818882026742642,-0.009642137336065004
H,16,3,2016-08-27,leicester,swansea,1.75,3.88,5.57,0.008693743835982204,-0.013055790218393204,0.060394581033577754,-0.03723321309619776
D,16,3,2016-08-27,southampton,sunderland,1.65,4.03,6.63,0.005029126471251644,-0.08043566328543716,0.1790571163947121,0.12405878650715696
D,16,3,2016-08-27,tottenham,liverpool,2.4,3.56,3.17,0.013022956320372536,0.13633054088370566,-0.052756156951588196,-0.10036263265881118
A,16,3,2016-08-27,watford,arsenal,5.47,3.91,1.75,0.009998403621841234,0.09751914554188068,0.06454678860335061,-0.051783870778492114
H,16,3,2016-08-28,man_city,west_ham,1.3,6.3,11,0.018870018870018823,-0.02758603234045265,0.03513454607245858,0.2184707922639566
D,16,3,2016-08-28,west_brom,middlesbrough,2.63,3.2,3.2,0.005228136882129419,0.018943171242735257,0.002953161167057017,-0.025275117320628815
H,16,4,2016-09-10,arsenal,southampton,1.62,4.35,6.5,0.0010151619347023022,0.01985903397791766,-0.04033573447561278,-0.015189241467779557
H,16,4,2016-09-10,bournemouth,west_brom,2.1,3.31,4.33,0.009252162032943989,0.034216999532896475,-0.01805980171750521,-0.043814580696796
D,16,4,2016-09-10,burnley,hull,2.5,3.21,3.4,0.005644126809602357,0.04635796519472413,-0.020612523836552432,-0.03751676058675757
H,16,4,2016-09-10,liverpool,leicester,1.7,4.1,5.54,0.012643148304492202,-0.010343413012484537,0.026663356927944415,-0.002177087384944598
A,16,4,2016-09-10,man_united,man_city,2.4,3.31,3.5,0.0044957560063298985,0.016720796346988198,-0.06352325342087839,0.04767265184698055
A,16,4,2016-09-10,middlesbrough,crystal_palace,2.38,3.2,3.7,0.002938337497160992,0.062189134218627595,0.004622276676600201,-0.08905329514682714
A,16,4,2016-09-10,stoke,tottenham,4.8,3.82,1.89,-7.860328540956196e-4,-0.016032980782214268,-0.03655516648901391,0.026555235246034092
A,16,4,2016-09-10,west_ham,watford,1.93,3.6,4.62,0.012362709253900928,-9.777337951509812e-4,0.04342325581395334,-0.04855022266204856
D,16,4,2016-09-11,swansea,chelsea,6,4.17,1.67,0.005277215353465703,0.14297904938993966,0.019956250065130243,-0.04169928710458237
A,16,4,2016-09-12,sunderland,everton,3.8,3.6,2.15,0.006051951584387316,-0.02161343063364829,-0.02527904788944868,0.028277048380362046
A,16,5,2016-09-16,chelsea,liverpool,2.3,3.5,3.4,0.01461454146876151,-0.03945827040329042,0.028669802186938265,0.03531073127200557
H,16,5,2016-09-17,everton,middlesbrough,1.7,4,6.19,-2.1381735246595035e-4,0.0023297781195859013,-0.022791268951080412,0.028238140720415306
A,16,5,2016-09-17,hull,arsenal,6.5,4.2,1.62,0.009225342558675909,0.005469290427102758,-0.011675791661062362,0.0030665145492438928
H,16,5,2016-09-17,leicester,burnley,1.6,4.6,8.87,-0.04486912406254584,0.02768096092830441,0.02478178672524023,-0.17451845429289925
H,16,5,2016-09-17,man_city,bournemouth,1.29,6.25,12.78,0.013441059795465282,-0.022710098370021692,0.11461166216670327,0.021887356295909655
H,16,5,2016-09-17,west_brom,west_ham,2.9,3.25,2.8,0.00966275104206149,0.0037050237762352722,0.012798258918225391,-0.014240596201635536
H,16,5,2016-09-18,crystal_palace,stoke,2.1,3.5,4.2,0,0.014107952554308634,0.011623924620584258,-0.039448802986619125
H,16,5,2016-09-18,southampton,swansea,1.7,3.84,6.17,0.010726515079289456,-0.004394958605830945,0.058948176512809924,-0.06823450002695575
H,16,5,2016-09-18,tottenham,sunderland,1.35,5.52,12,0.00523349436392917,-0.00411642123552336,0.0451203601772725,-0.0465568643996811
H,16,5,2016-09-18,watford,man_united,6,4.2,1.65,0.010822510822510845,0.12042269163325825,0.03616088054478195,-0.042652350011451845
H,16,6,2016-09-24,arsenal,chelsea,2.4,3.6,3.21,0.0059709241952232706,0.055877733064366275,-0.010808139024101826,-0.05869205713523662
H,16,6,2016-09-24,bournemouth,everton,3.79,3.57,2.15,0.009080566631757936,-0.12120205125654704,-0.030624824736299683,0.10497563330636783
H,16,6,2016-09-24,liverpool,hull,1.25,7,15.54,0.007207207207207134,0.018970552255142215,-0.004494883891076218,-0.18380065339439455
H,16,6,2016-09-24,man_united,leicester,1.74,4,5.5,0.0065308254963427625,-0.027998887972116804,0.018907012335449558,0.06759955712847288
A,16,6,2016-09-24,middlesbrough,tottenham,4.1,3.5,2.15,-0.005266996191556572,0.0567419820196855,-0.01970518321496395,-0.01819426028927751
D,16,6,2016-09-24,stoke,west_brom,2.4,3.35,3.4,0.009291776412057473,-0.020745272787857205,0.024531615922583683,0.006521927939036276
A,16,6,2016-09-24,sunderland,crystal_palace,2.88,3.3,2.7,0.020622895622895765,-0.1289955879357475,0.0024279680461316566,0.15856310640578397
A,16,6,2016-09-24,swansea,man_city,9.5,5.5,1.4,0.0013670539986330166,-0.04289094098113444,0.1273972144768527,-0.022314130800450194
A,16,6,2016-09-25,west_ham,southampton,2.83,3.4,2.75,0.011110901154551156,0.11420976050720011,0.018948917490891892,-0.10202599927003753
H,16,6,2016-09-26,burnley,watford,3.09,3.3,2.7,-0.002974731130070851,0.09938666804685692,0.005373695966214509,-0.0741481341999215
D,16,7,2016-09-30,everton,crystal_palace,1.75,4,5.25,0.011904761904761862,0.015108560753374967,-0.014211605961135798,-0.025100284834908115
A,16,7,2016-10-01,hull,chelsea,7.68,4.63,1.5,0.012857721382289355,-0.02297902682836539,0.05881218898185603,-0.013050381263161936
D,16,7,2016-10-01,sunderland,west_brom,2.5,3.3,3.26,0.009778769287971834,0.02877947753780119,-0.021186882573487442,-0.01491668958577319
A,16,7,2016-10-01,swansea,liverpool,8.44,4.92,1.45,0.01139061725639312,-0.13566884193607787,0.023682288374537785,0.020273422945384922
D,16,7,2016-10-01,watford,bournemouth,2.42,3.4,3.5,-0.006944926731022982,0.037202003310664145,0.0030235760427350655,-0.04891873273673242
D,16,7,2016-10-01,west_ham,middlesbrough,2.3,3.4,3.66,0.002124299470322555,-0.10430765449422275,0.04937710974360443,0.16241777921253853
A,16,7,2016-10-02,burnley,arsenal,10.17,5.13,1.4,0.007545905077344317,-0.06297470893507962,0.05199474690675476,-0.004158682084025034
D,16,7,2016-10-02,leicester,southampton,2.25,3.4,3.63,0.014044185167179979,0.1251478544684934,0.00908782702580635,-0.1596691873574766
D,16,7,2016-10-02,man_united,stoke,1.35,5.75,11,0.005562875128092504,-0.028710599140047588,0.06327713121570167,0.1320796522027492
H,16,7,2016-10-02,tottenham,man_city,3.35,3.54,2.5,-0.01900666160721809,0.009940454407237898,-0.011390461390003881,-9.206666303263056e-5
H,16,8,2016-10-15,arsenal,swansea,1.29,6.5,12.8,0.0071649522957661915,-0.03475952692214668,0.1340879410933078,0.1287086177120058
H,16,8,2016-10-15,bournemouth,hull,1.85,3.61,5.05,0.015568652770046043,-0.021809076136507843,0.055454367671029736,-0.011831842530643066
H,16,8,2016-10-15,chelsea,leicester,1.6,4.5,6.5,0.0010683760683760646,-0.016277756719154435,9.360718406541402e-4,0.06908226862373357
A,16,8,2016-10-15,crystal_palace,west_ham,2.2,3.6,3.75,-0.0010101010101011276,0.04028213235259126,-0.021554858443846636,-0.042064787072270904
D,16,8,2016-10-15,man_city,everton,1.52,4.8,7.2,0.005116959064327631,7.99756056991896e-4,0.011492061143070886,-0.01974452046030717
H,16,8,2016-10-15,stoke,sunderland,2.1,3.6,4.34,-0.015616999487967242,-0.01879575573212,0.029966178690920442,0.006050168644087028
D,16,8,2016-10-15,west_brom,tottenham,5.5,3.91,1.75,0.009001228950078044,0.019290476428467818,0.011164522997803905,-0.01071377916302596
A,16,8,2016-10-16,middlesbrough,watford,2.33,3.3,3.6,0.00999263016430385,-0.029213038847092032,8.555838434849417e-4,0.04647863040045297
H,16,8,2016-10-16,southampton,burnley,1.4,4.89,10.5,0.014022787028922012,-0.02725254768473806,0.0855457822020047,0.043902992286093845
D,16,8,2016-10-17,liverpool,man_united,2.25,3.51,3.6,0.007122507122506949,0.0407212717679577,-0.0487754517826382,-0.011528994963703298
D,16,9,2016-10-22,arsenal,middlesbrough,1.27,6.5,15,0.007914395315970157,0.0025644173416035088,0.005757297651608484,-0.038130079303258846
D,16,9,2016-10-22,bournemouth,tottenham,4.2,3.7,2,0.008365508365508312,0.04434703983789978,-0.01018743663584798,-0.014607836144921782
H,16,9,2016-10-22,burnley,everton,6.25,3.87,1.75,-0.010173495754891126,-0.021483685406774256,-0.03290463744282279,0.021311595301070962
A,16,9,2016-10-22,hull,stoke,3.16,3.35,2.7,-0.014666470740530957,-0.0549079923824527,-0.010118377645164323,0.055670111018540025
H,16,9,2016-10-22,leicester,crystal_palace,2.06,3.5,4.1,0.01505361794255955,-0.02848740519172055,-0.0051598062582426385,0.06899559029709068
H,16,9,2016-10-22,liverpool,west_brom,1.3,6.26,13,0.005898255099533012,0.027108143805808727,-0.04931814077706387,-0.1368843226389852
D,16,9,2016-10-22,swansea,watford,2.38,3.4,3.42,0.006683375104427736,0.06867420985130379,-0.014921057418129213,-0.0730953543551145
H,16,9,2016-10-22,west_ham,sunderland,1.75,4.07,5.75,-0.008958139392922004,0.003243747241157724,-0.01739492659316544,0.01356784034371672
H,16,9,2016-10-23,chelsea,man_united,2.25,3.4,3.8,0.0017199862401100496,-0.022097767549377867,2.2876743807942468e-4,0.038280948808006254
D,16,9,2016-10-23,man_city,southampton,1.5,4.63,7.5,0.0159827213822894,-0.020275397287952912,-0.008917898697867632,0.12981939787173435
A,16,10,2016-10-29,crystal_palace,liverpool,5.25,4,1.78,0.0022739432851792696,-0.01980200992652692,0.041460364453065335,-0.010624126124340605
D,16,10,2016-10-29,man_united,burnley,1.22,7,19,0.015160852952052162,0.03422913248037074,-0.07116849937810732,-0.22865407686953054
H,16,10,2016-10-29,middlesbrough,bournemouth,2.6,3.2,3.2,0.009615384615384581,-0.01924321192756051,-0.0061343312001120864,0.03157098947466008
A,16,10,2016-10-29,sunderland,arsenal,9,5.25,1.42,0.005812653699977632,-0.012253984489818737,-0.044053438884224416,0.015193849211073251
D,16,10,2016-10-29,tottenham,leicester,1.67,4.2,6.03,0.0027351125751340355,-0.004237545238775842,0.031194493028801507,-0.028035182881178566
H,16,10,2016-10-29,watford,hull,1.75,3.75,5.6,0.016666666666666607,5.596411461628037e-5,0.010809254051332484,-0.016016363880082984
A,16,10,2016-10-29,west_brom,man_city,8,4.75,1.5,0.002192982456140413,0.012328172938453674,0.03831977461427494,-0.014346718935984493
H,16,10,2016-10-30,everton,west_ham,1.83,4,4.8,0.004781420765027189,0.0390298051630007,-0.020497944091129372,-0.06843102342284002
A,16,10,2016-10-30,southampton,chelsea,3.3,3.4,2.45,0.005311215395249036,0.012039113184289407,0.005476819780852571,-0.012795256153108836
H,16,10,2016-10-31,stoke,swansea,2.1,3.6,4.1,-0.0021293070073558074,-0.03757629288762987,-0.005145386015425246,0.0837012219600135
A,16,11,2016-11-05,bournemouth,sunderland,1.67,4.27,6,-3.3890065302644157e-4,-0.0016425712333861808,0.028752385614309484,-0.031006025020639427
H,16,11,2016-11-05,burnley,crystal_palace,3.5,3.37,2.4,-8.831425745372545e-4,0.05273615347982252,-0.02957719264538028,-0.012832973320968222
H,16,11,2016-11-05,chelsea,everton,1.57,4.37,7,0.008632769961458564,-0.046096909916050754,0.05325162396652949,0.14193159202424765
D,16,11,2016-11-05,man_city,middlesbrough,1.23,7.16,15,0.01933960121724132,-0.011113797546901338,0.051297247811235014,0.03415115676404401
D,16,11,2016-11-05,west_ham,stoke,2.05,3.6,4.13,0.007713406431885339,0.004925588761984345,-0.016785895500268877,0.00961047188692743
D,16,11,2016-11-06,arsenal,tottenham,2,3.6,4.35,0.00766283524904221,0.010191559053715382,0.011077153226209946,-0.034544737890200294
H,16,11,2016-11-06,hull,southampton,5.75,3.88,1.7,0.019880296358794514,0.0050165060693534436,0.006683274815411977,-0.00437050231981595
A,16,11,2016-11-06,leicester,west_brom,1.8,3.63,5.5,0.012855831037649201,-0.021424995949664405,0.025890922836468766,0.03024609171683368
H,16,11,2016-11-06,liverpool,watford,1.3,6.25,13,0.006153846153846176,-0.003802761097341123,0.01390025930319072,0.008860763125997595
A,16,11,2016-11-06,swansea,man_united,5.3,4.01,1.76,0.006237622068328452,0.11952651703726835,0.007565282833738252,-0.039692680406733905
A,16,12,2016-11-19,crystal_palace,man_city,6.5,4.57,1.57,0.009607209749372014,0.07380350728626284,0.0995942850980267,-0.045793525320131145
D,16,12,2016-11-19,everton,swansea,1.6,4.33,6.52,0.00932111534592428,0.011237075725085477,0.036102588326541785,-0.0902356016971747
D,16,12,2016-11-19,man_united,arsenal,2.62,3.4,3,0.009130369705133923,-0.04212112916983013,-0.02700217618159173,0.08083568588582413
D,16,12,2016-11-19,southampton,liverpool,3.8,3.6,2.3,-0.024281718789727846,-0.03974599437859916,-0.02587877792603399,0.0476026348518801
A,16,12,2016-11-19,stoke,bournemouth,2.3,3.43,3.5,0.012042083914311164,-0.05739642173864845,0.014712577822017403,0.08610472432836658
H,16,12,2016-11-19,sunderland,hull,2.15,3.4,4.03,0.007372883944968045,0.08497581403968124,-0.006274449301047813,-0.1243376254822719
H,16,12,2016-11-19,tottenham,west_ham,1.65,4.6,7.5,-0.043214756258234566,0.04868257569513479,-0.04838903479393175,-0.12805356505293486
H,16,12,2016-11-19,watford,leicester,2.91,3.3,2.75,0.010309278350515427,0.03792311315568275,0.006179287660012411,-0.03719986792648067
A,16,12,2016-11-20,middlesbrough,chelsea,7,4.28,1.57,0.01344467782946257,0.017216203492706583,0.08840697510674267,-0.032387394255549484
H,16,12,2016-11-21,west_brom,burnley,1.95,3.5,4.93,0.0013745551270907264,-0.003454140578678544,0.01949370226672742,-0.01855636694566154
A,16,13,2016-11-26,burnley,man_city,10.5,6.03,1.35,0.001816315249151046,0.2914964059796241,0.20042935171182985,-0.062084603070042266
H,16,13,2016-11-26,chelsea,tottenham,1.8,3.9,5.25,0.0024420024420024333,-0.03251165699656078,0.009121699642481218,0.09172309367786546
D,16,13,2016-11-26,hull,west_brom,3.3,3.25,2.6,-0.004662004662004726,-0.1332292460557296,-0.021895121637634074,0.15336430968390813
D,16,13,2016-11-26,leicester,middlesbrough,1.91,3.65,4.72,0.009397218943470786,0.031202544250495068,-0.06655273420084706,0.01607908549139858
H,16,13,2016-11-26,liverpool,sunderland,1.2,8.68,19,0.0011722855525910791,2.985860629496351e-4,0.0371759532910767,-0.06572361202090637
H,16,13,2016-11-26,swansea,crystal_palace,2.7,3.4,2.95,0.0034710682766514456,0.018223294133264956,0.0025165142704943744,-0.0211734793669216
H,16,13,2016-11-27,arsenal,bournemouth,1.44,5.3,9,-0.005765199161425594,-0.06234423593428928,0.11975557752054744,0.2554521368685505
D,16,13,2016-11-27,man_united,west_ham,1.5,4.75,8,0.002192982456140413,-0.0881898836905135,0.2124671380452252,0.24698050029511553
H,16,13,2016-11-27,southampton,everton,2.2,3.4,3.78,0.013213366154542605,-0.017300448968373572,0.036838416960033316,-0.009610072267793646
A,16,13,2016-11-27,watford,stoke,2.45,3.32,3.32,0.010572903860339267,-0.0676152253153528,-0.0037275495633505296,0.11666791272506627
H,16,14,2016-12-03,crystal_palace,southampton,3.58,3.4,2.4,-0.009886077335962362,0.021769191734311466,0.008280000315796565,-0.018411622499580838
A,16,14,2016-12-03,man_city,chelsea,2.2,3.6,3.8,-0.0045188729399257,0.00457436423406099,-0.027950495987755453,0.021877791821430348
H,16,14,2016-12-03,stoke,burnley,1.7,4.1,6.5,-0.014016113011808828,-0.011854599788069797,-0.014294464973778287,0.07002047820995805
H,16,14,2016-12-03,sunderland,leicester,3.4,3.44,2.4,0.0014819881440948368,0.0114176886841717,0.022869770453122662,-0.022108198702177728
H,16,14,2016-12-03,tottenham,swansea,1.36,5.5,10,0.01711229946524062,-0.0039277949919921396,0.03628062429273471,-0.03285935281380159
H,16,14,2016-12-03,west_brom,watford,2.2,3.33,3.89,0.011915163586114552,-0.02791617882817421,0.014870522180933099,0.03584223852815627
A,16,14,2016-12-03,west_ham,arsenal,5.08,4.2,1.75,0.006374203224596808,0.09392441055972367,0.07312562004148448,-0.05451424896677226
H,16,14,2016-12-04,bournemouth,liverpool,5,4.01,1.8,0.004932114159046819,0.08414253884694611,0.009890553357071008,-0.03341421851939275
D,16,14,2016-12-04,everton,man_united,3.7,3.5,2.2,0.01053001053001057,0.1789245782934008,0.046462022685816784,-0.10535152299908135
H,16,14,2016-12-05,middlesbrough,hull,1.85,3.6,5.4,0.003503503503503369,0.06528564354711097,-0.05444709159946559,-0.08821905856124024
H,16,15,2016-12-10,arsenal,stoke,1.4,5.5,9.5,0.0013670539986327945,-0.04607081905144361,0.13114132128287292,0.1369751120278171
H,16,15,2016-12-10,burnley,bournemouth,3.5,3.5,2.4,-0.011904761904761862,0.018067910535220832,-0.07171012431669366,0.040667888150222264
D,16,15,2016-12-10,hull,crystal_palace,3.5,3.4,2.5,-0.020168067226890796,-0.007249915299473608,-0.013349549263770855,0.014460200016302549
H,16,15,2016-12-10,leicester,man_city,5.28,4.1,1.75,0.004724949846901083,-0.09445763924695305,0.0030452822891944287,0.03340587621342439
H,16,15,2016-12-10,swansea,sunderland,2.2,3.55,3.68,0.00797472582530756,0.003995193833559618,0.030290462650766292,-0.03597680895430322
H,16,15,2016-12-10,watford,everton,3.15,3.4,2.5,0.011577964519140949,0.07240499179491877,-5.693123804751954e-4,-0.04952101952918664
H,16,15,2016-12-11,chelsea,west_brom,1.3,6.25,15,-0.004102564102564155,0.005722216864549878,0.013767994599466427,-0.08698402100285285
D,16,15,2016-12-11,liverpool,west_ham,1.3,6.29,11.73,0.013464773055565926,0.015983900205873924,0.0179690384713036,-0.1496408546157627
H,16,15,2016-12-11,man_united,tottenham,2.25,3.4,3.64,0.013287366228542652,-0.01950180049228145,0.004414742854543352,0.028663110054158336
H,16,15,2016-12-11,southampton,middlesbrough,1.73,3.7,6.42,0.0040681922265846104,-0.03393337202161062,0.017346238265852243,0.11667354051053991
H,16,16,2016-12-13,bournemouth,leicester,2.43,3.5,3.2,0.00973691945914168,-0.06484756824684978,0.003951176716390892,0.09381680755059474
H,16,16,2016-12-13,everton,arsenal,4.28,3.8,1.92,0.017636087883259544,-0.030974490879466243,0.004451767498022896,0.012229846936596234
A,16,16,2016-12-14,crystal_palace,man_united,5.56,4.08,1.75,-0.00361727424782865,-0.025098351940457064,-0.02753640107662869,0.019823839130678422
H,16,16,2016-12-14,man_city,watford,1.3,6.5,13,0,0.002237362510464802,0.04921723887814289,-0.10003175611305193
A,16,16,2016-12-14,middlesbrough,liverpool,6.48,4.33,1.6,0.01026786987141115,-0.146183302166076,-0.08599724063821113,0.08281320133656966
D,16,16,2016-12-14,stoke,southampton,3.29,3.3,2.6,-0.008402944573157378,0.01007554792004317,0.028666929182037615,-0.027650165315524777
A,16,16,2016-12-14,sunderland,chelsea,10.5,5.75,1.34,0.015419795432773942,-0.3057228246994127,-0.21206014050239308,0.13458715877043992
H,16,16,2016-12-14,tottenham,hull,1.25,7,15,0.00952380952380949,-0.01687925497807241,0.0808515212269898,0.03478882134276651
H,16,16,2016-12-14,west_brom,swansea,2.06,3.5,4.04,0.01867593139341661,0.01102200521849861,-0.013003655070347286,-0.006134761006767575
H,16,16,2016-12-14,west_ham,burnley,1.7,4.13,5.82,0.0021873505648983826,-5.425066346071983e-4,-0.03200242773327566,0.05097592085845437
A,16,17,2016-12-17,crystal_palace,chelsea,6.5,4.3,1.62,0.003688243998321461,0.17068667880004962,0.0323346051655915,-0.04958851137157372
H,16,17,2016-12-17,middlesbrough,swansea,2.1,3.42,4.1,0.012490576033579837,0.03455004629113412,-0.025624839578972547,-0.03346094831802082
D,16,17,2016-12-17,stoke,leicester,2.6,3.4,2.98,0.014303501472865854,0.0894093173223105,-0.04125752902657398,-0.053164385280273785
H,16,17,2016-12-17,sunderland,watford,2.67,3.3,3,0.010895471569628778,-2.600379254378282e-4,0.027596493525555932,-0.02382293265446811
A,16,17,2016-12-17,west_brom,man_united,5.75,3.8,1.75,0.008499509643674408,0.10129181686747879,0.0328112629639048,-0.041780661583488365
H,16,17,2016-12-17,west_ham,hull,1.67,4.1,6,0.009371500900637875,0.027068737473483928,-0.05581457447407523,-0.0075146173678826145
A,16,17,2016-12-18,bournemouth,southampton,3,3.3,2.69,0.00811084825954711,0.007252801576502321,0.009762245026240013,-0.014406922217928164
H,16,17,2016-12-18,man_city,arsenal,2.2,3.6,3.7,0.002593502593502439,0.061858878866734246,-0.016088552506773435,-0.07766089513600205
H,16,17,2016-12-18,tottenham,burnley,1.25,7.35,15,0.0027210884353743303,0.004434596110614253,-0.03761822117027369,0.026156515018372017
A,16,17,2016-12-19,everton,liverpool,4.27,3.85,2,-0.006067702789014251,-0.06494492360370807,-0.11628879997908004,0.10600697401999071
H,16,18,2016-12-26,arsenal,west_brom,1.35,5.58,11,0.010861301183881844,-2.793014984462383e-4,-0.0056541439635082735,0.012562960438826876
H,16,18,2016-12-26,burnley,middlesbrough,3.06,3.2,2.7,0.009667755991285443,-0.0292987611837926,1.164278712439959e-4,0.026634666489042003
H,16,18,2016-12-26,chelsea,bournemouth,1.42,5.3,9.52,-0.0020533857975822967,-0.027845596516580473,0.05683694551264318,0.09280052906490832
A,16,18,2016-12-26,hull,man_city,10.5,5.82,1.34,0.01332805779643742,-0.02436263130071592,-0.13051418421313998,0.03945121214017133
A,16,18,2016-12-26,leicester,everton,2.57,3.4,3.15,6.830228848997422e-4,0.05124078189376502,-0.014398921693729472,-0.04230564143084836
H,16,18,2016-12-26,man_united,sunderland,1.25,6.95,17,0.002708421498095692,-0.021639319558565573,0.10360062009244841,0.06945872727041635
A,16,18,2016-12-26,swansea,west_ham,2.71,3.43,2.8,0.01769173668413071,-0.09951123797546202,0.008880529321713126,0.1188538352428068
D,16,18,2016-12-26,watford,crystal_palace,2.54,3.36,3.15,0.008780152480939885,-0.02654762355825091,-0.02875276437629415,0.06339997042078949
H,16,18,2016-12-27,liverpool,stoke,1.33,6.15,11.5,0.0014378470035107949,0.028355247321396604,-0.06723025437113961,-0.09468414177898021
A,16,18,2016-12-28,southampton,tottenham,3.01,3.3,2.63,0.015484353533694817,0.03349834779701144,-0.030044228200251988,-0.0035802906763888753
D,16,19,2016-12-30,hull,everton,4.33,3.5,2.02,0.011710672881870776,-0.05309056941627932,-0.005150361193299036,0.030407837040522523
H,16,19,2016-12-31,burnley,sunderland,2.4,3.3,3.41,0.01295210166177907,-0.021116781095496306,0.03056074737822656,-1.1070343660146698e-4
H,16,19,2016-12-31,chelsea,stoke,1.29,6.5,14,4.685237243375884e-4,-0.02225622565365548,0.11516844402845527,0.01289689681700712
H,16,19,2016-12-31,leicester,west_ham,2.1,3.6,3.9,0.010378510378510342,0.004898353893608931,-0.03357664032597163,0.02908710199805742
H,16,19,2016-12-31,liverpool,man_city,2.4,3.6,3.18,0.008909853249475796,0.04626457241312476,-0.0029828287054318725,-0.053593834928039596
H,16,19,2016-12-31,man_united,middlesbrough,1.27,6.2,17,0.007515426795559277,0.006123183374800334,0.014237080014919634,-0.10501296890660106
A,16,19,2016-12-31,southampton,west_brom,1.8,3.7,5.55,0.006006006006005871,-0.05090261599709833,0.05811585525137675,0.08969878227274886
A,16,19,2016-12-31,swansea,bournemouth,2.9,3.5,2.65,0.007900362487220036,-0.02787811220512848,-0.022530049097489235,0.04604750663858792
H,16,19,2017-01-01,arsenal,crystal_palace,1.34,5.6,10.5,0.02007818052594157,0.021834214327666635,-0.01838918670556522,-0.11586382690683084
A,16,19,2017-01-01,watford,tottenham,5.75,3.94,1.73,0.005754832158170409,0.13955957757038506,0.08577466156429092,-0.06553608041115622
H,16,20,2017-01-02,everton,southampton,2.3,3.4,3.6,0.00667803353225338,0.0866249114512343,-0.025005982532494753,-0.08824221423528411
H,16,20,2017-01-02,man_city,burnley,1.18,8.55,19,0.01704827039349799,0.01031361272971254,-0.09191429668158435,0.05907064422038988
D,16,20,2017-01-02,middlesbrough,leicester,2.8,3.2,2.9,0.014470443349753781,-0.0070096092404527965,-0.03151561014163107,0.03833377690833939
D,16,20,2017-01-02,sunderland,liverpool,11,5.55,1.4,-0.014625014625014643,0.002508828992658474,0.114320174064092,-0.024670299260031392
H,16,20,2017-01-02,west_brom,hull,1.8,3.8,5.5,5.316321105794941e-4,0.14080853213818334,-0.12191980097340283,-0.1523788877674681
A,16,20,2017-01-02,west_ham,man_united,6,4.13,1.7,-0.002967288610359331,0.12708286699819382,0.1070938875615075,-0.06619739491165022
D,16,20,2017-01-03,bournemouth,arsenal,5,3.87,1.85,-0.0010615266429221393,0.20803041914301157,0.11321049837439601,-0.10642292427784994
A,16,20,2017-01-03,crystal_palace,swansea,1.83,3.77,5,0.011700076821614447,0.04341079075225629,-0.01688903710091305,-0.08490653628068057
H,16,20,2017-01-03,stoke,watford,2,3.58,4.75,-0.010144075271978803,-0.022448746262851427,-0.004102132818864401,0.06668324154195693
H,16,20,2017-01-04,tottenham,chelsea,3.15,3.4,2.77,-0.027411205155949192,-0.021691312881011893,-0.0776408497375608,0.1010485224032891
H,16,21,2017-01-14,burnley,southampton,3.75,3.4,2.25,0.005228758169934622,0.15589227563101282,0.03094387066810711,-0.08994414578704646
H,16,21,2017-01-14,hull,bournemouth,3.34,3.62,2.3,0.01042690022309456,-0.10120794754457985,-0.043572700276628296,0.11628641371181758
